;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;Total;Total Demanda
56;0;0;2.1;5;95.6;14.4;0.4;2.3;2.9;14.2;38.3;18.8;8.9;2.3;1.6;1.7;6.6;12.4;11.9;62.5;20.3;20.7;49.4;53.9;14.1;95.1;0.8;134.3;961.2;404.1;79.2;0.7;0;1.4;22;345.5;10.9;7.6;292.9;122.2;46.4;7.1;21.8;38.6;98;82.9;19.5;50.5;36.7;15.8;9.1;0.1;94.7;35.6;46.2;4,309.30;106.6;10.1;25.8;144.5;7.5;17;0;0;8,162.00;76,423.60
57;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;4;0.1;0;0;0.2;0;0.7;0;0;0;0.1;0;0;0;1.4;0;0;3.8;0;0;0;0;0;0;0;44.8;69.4;193.8;0;0;0;0;6.7;0;0;325.3;21,549.90
58;1;0;1.5;0.1;20.1;0.2;0.1;0;4.5;7;6.4;11.7;0;0;0.2;0;2.7;0;7.3;18.1;4;0.2;39.6;0;0.1;0.6;0.2;0.6;99.9;10.3;32.8;0;20.2;0;17.3;242.6;62.7;53.1;49.9;0.3;26.4;3;11.8;8.3;107.2;86;8.2;109.8;74.3;46.7;14;93.4;135.7;10.5;6.1;0;0;432.4;215.8;4.3;0.7;17;0;0;2,126.90;17,461.10
59;0;0;0.7;0.1;63.2;7.2;0;4.1;4.6;74.7;8.7;8;10.5;0;15;9.5;13.6;0.1;20.3;44;50.8;37.9;67.5;0;0.2;13.9;0.6;53;580.3;14;0;0;0;73.7;49.7;174.7;130.4;102.5;176;0.6;90.6;9.2;40.1;92.2;137.8;38.9;15.9;179.7;144.1;101.6;27.9;401.2;227.1;30.4;14.7;0;3.9;953.5;878.3;99.6;6;2.8;0;0;5,305.60;17,927.40
60;8;0;30.3;0.6;78.6;4.2;6.5;10.5;1;35.6;128.3;40.9;8.7;37.7;28.5;51.5;4;8.2;15.6;84.7;8.6;37.5;33.7;225.4;5.9;84.8;1;105.3;431.5;207;196.4;5.8;0;31.2;0.1;163.1;14.8;23.9;38.8;480.7;87.4;4.7;38.5;122.4;300.5;217.6;43.9;102.2;97.4;18.8;26.9;0;160.3;17.2;74;17.2;357.6;815.1;575.7;639.7;19.9;10.6;0;0;6,426.50;12,287.80
61;17.3;0;2.6;3.9;22.2;2.7;3.8;8.8;4.3;6.3;10.2;2.5;5.2;7.2;0;6.2;13.1;4.2;19.1;14.2;2;2;14.7;26.6;6.9;9.6;26.9;6.7;12.3;10.8;97.5;4.8;11.8;41.6;1.9;108.9;2.4;1.5;19.4;32.4;1.8;0.2;2.9;17.8;246.7;2;7.3;3.7;2.3;21.2;0.1;1.7;9.2;209.5;184.4;130.7;6.8;4.8;7.5;0.9;425.6;5.9;0;0;1,887.50;3,474.30
62;0;0;0.9;1.9;38.5;17.1;3;7.8;2.1;20.4;22.3;3.7;11;7.8;15;15;5;6.8;12.4;43.5;5.7;11;18.6;29.8;3.8;7.8;24;34.6;59.2;59.9;31.9;1.1;17.1;19.4;3.2;111.7;7.6;37.7;10.6;21.5;2.7;1.9;1.6;35.7;28.4;16.7;10.3;22.4;12.1;170.3;5.1;20.1;34.9;5;6.7;120.1;185.7;7.8;27.4;5;3.6;333.1;0;0;1,807.00;13,805.90
63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,761.00
64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
